market,horizon,HL_diff_inst_minus_ret,ci_lower,ci_upper
PRES-2024-DJT,20,-0.001623376623376624,-0.004150518144549044,0.00480895748987854
PRES-2024-DJT,50,0.0,-0.003779881788571652,0.005105565485443518
PRES-2024-DJT,100,0.0,-0.005014101470965279,0.004140786749482402
PRES-2024-KH,20,-0.0010775862068965747,-0.004021648635719675,0.0005049498366164964
PRES-2024-KH,50,-0.002291666666666666,-0.004967948717948593,0.0
PRES-2024-KH,100,0.0009679370840895984,-0.0023492133191337122,0.002267907445870635
